District,Latitude,Longitude,Address,ConvertedAddress
豊島区,35.73422206,139.70338306,東京都豊島区池袋2丁目26-6,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−6"
豊島区,35.73384989,139.70394968,東京都豊島区池袋2丁目25-8,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−25−8"
豊島区,35.73428316,139.70339416,東京都豊島区池袋2丁目26-7,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−7"
豊島区,35.73203072,139.70669119,東京都豊島区池袋2丁目14-3,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−14−3"
豊島区,35.73217238,139.70663563,東京都豊島区池袋2丁目14-10,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−14−10"
豊島区,35.73217514,139.70624677,東京都豊島区池袋2丁目14-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−14−5"
豊島区,35.7328417,139.70518296,東京都豊島区池袋2丁目21-1,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−21−1"
豊島区,35.73399986,139.70372192,東京都豊島区池袋2丁目26-12,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−26−12"
豊島区,35.73294447,139.70501074,東京都豊島区池袋2丁目21-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−21−4"
豊島区,35.7330139,139.70509129,東京都豊島区池袋2丁目21-5,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−21−5"
豊島区,35.7320696,139.70650788,東京都豊島区池袋2丁目14-4,"〒170-0014,+Tokyo,+Toshima+City,+Ikebukuro,+2-chōme−14−4"
